0	8.85425066599054844e-11	7.16227077646180987e-11	1.77724501781995059e-11	1.48361323226708919e-11	4.82277898172789321e-11	3.89677387580000811e-11	9.70203865163776769e-12	8.05698389949593974e-12	0
0	7.52038431528490037e-11	9.45590272749541327e-11	1.57172053150134161e-11	1.77422521119297016e-11	3.36611734041980526e-08	-2.39325341766516431e-08	3.1899581642846897e-08	-2.22451284059843601e-08	0.314159274101257324
0	7.31006366549991071e-11	9.21716036828001961e-11	9.40758582146372646e-12	3.85114162781974301e-12	6.64299903974097106e-08	-4.73129730949040095e-08	6.29798080353793921e-08	-4.39455618561623851e-08	0.628318905830383301
0	7.34416971681639552e-11	9.00683971849502996e-11	1.33297817228594795e-11	1.5120349416974932e-11	9.75413954051873588e-08	-6.95132555961208709e-08	9.24906942145753419e-08	-6.45360813678053091e-08	0.942478537559509277
0	6.96331881044898182e-11	1.00811803349643014e-10	9.20863385545089841e-12	1.20792265079217032e-11	1.2626460943465645e-07	-9.00088679145483184e-08	1.19732035841479956e-07	-8.35575093560692039e-08	1.25663816928863525
0	6.91784407536033541e-11	9.80264758254634216e-11	6.65068000671453774e-12	1.79909420694457367e-11	1.51988786001311382e-07	-1.0837585762146773e-07	1.4412569271371467e-07	-1.0059041954946224e-07	1.57079780101776123
0	7.28732629795558751e-11	9.85949100140715018e-11	1.1311840353300795e-11	1.61719526658998802e-11	1.74233548477786826e-07	-1.24262285794429772e-07	1.65218835945779574e-07	-1.15325953231604217e-07	1.88495743274688721
0	7.21342985343653709e-11	9.06652530829887837e-11	6.99174051987938583e-12	1.45803369377972558e-11	1.92653487829375081e-07	-1.37430447466613259e-07	1.82679755766912422e-07	-1.2753372402585228e-07	2.19911694526672363
0	7.18500814400613308e-11	9.30526766751427203e-11	5.91171556152403355e-12	1.81330506165977567e-11	2.07042461397577426e-07	-1.47720228937942011e-07	1.96317984091365361e-07	-1.3707244761462789e-07	2.51327657699584961
0	7.70228325563948601e-11	9.1688434622483328e-11	1.1482370609883219e-11	1.42676981340628117e-11	2.17305455407768022e-07	-1.55068065055274928e-07	2.06043054618021415e-07	-1.43883610803641204e-07	2.82743620872497559
0	7.09405867382884026e-11	8.36735125631093979e-11	2.61479726759716868e-12	5.40012479177676141e-12	2.23421750433772104e-07	-1.59465940896552638e-07	2.1183353737797006e-07	-1.47957493368267023e-07	3.14159584045410156
0	7.15658643457572907e-11	8.74820216267835349e-11	2.10320649784989655e-12	-1.25055521493777633e-12	2.25450278890093614e-07	-1.60936053816840285e-07	2.13748791111356695e-07	-1.49320797504515212e-07	3.45575547218322754
0	7.52038431528490037e-11	8.8050455815391615e-11	6.70752342557534575e-12	6.53699316899292171e-12	2.23475652205706865e-07	-1.59547894895695208e-07	2.1187008769629756e-07	-1.48024099644317175e-07	3.76991510391235352
0	7.95239429862704128e-11	9.33937371883075684e-11	1.1368683772161603e-11	1.03455022326670587e-11	2.17606924479696318e-07	-1.55373598431651772e-07	2.0629950370221195e-07	-1.44148685876643867e-07	4.08407306671142578
0	6.96331881044898182e-11	1.01238128991099074e-10	6.53699316899292171e-12	2.11457518162205815e-11	2.07957356224142131e-07	-1.48500078012148151e-07	1.97147457470236986e-07	-1.37768338959176617e-07	4.39822673797607422
0	7.88986653788015246e-11	9.15179043659009039e-11	9.26547727431170642e-12	1.79625203600153327e-11	1.94675735087912471e-07	-1.39029864953954529e-07	1.84547118919908826e-07	-1.2897942269773921e-07	4.71238040924072266
