0	5.03970198906245059e-11	5.08464381709927693e-11	8.10551625818334287e-12	8.55493453855160624e-12	5.04334074502565954e-11	5.08192168902077412e-11	8.13795038301368123e-12	8.52743830409563586e-12	0
0	1.09139364212751389e-11	3.63797880709171295e-12	7.2759576141834259e-12	3.63797880709171295e-12	2.62552930507808924e-08	-2.30575096793472767e-08	2.48292053584009409e-08	-2.16350599657744169e-08	0.314159274101257324
0	-5.82076609134674072e-11	2.18278728425502777e-11	-2.91038304567337036e-11	6.54836185276508331e-11	5.12809492647647858e-08	-4.50891093350946903e-08	4.85160853713750839e-08	-4.22587618231773376e-08	0.628318905830383301
0	-1.45519152283668518e-11	-3.63797880709171295e-11	1.01863406598567963e-10	-5.09317032992839813e-11	7.40983523428440094e-08	-6.51707523502409458e-08	7.01984390616416931e-08	-6.11616997048258781e-08	0.942478537559509277
0	-8.73114913702011108e-11	-8.73114913702011108e-11	-1.16415321826934814e-10	0	9.34378476813435555e-08	-8.22765287011861801e-08	8.83301254361867905e-08	-7.71105987951159477e-08	1.25663816928863525
0	1.74622982740402222e-10	5.82076609134674072e-11	1.74622982740402222e-10	2.91038304567337036e-11	1.0876101441681385e-07	-9.53878043219447136e-08	1.02867488749325275e-07	-8.95233824849128723e-08	1.57079780101776123
0	4.36557456851005554e-11	1.74622982740402222e-10	-2.91038304567337036e-11	1.16415321826934814e-10	1.18496245704591274e-07	-1.03944330476224422e-07	1.11991539597511292e-07	-9.75705916061997414e-08	1.88495743274688721
0	2.91038304567337036e-11	-4.36557456851005554e-11	1.45519152283668518e-11	2.91038304567337036e-11	1.22483470477163792e-07	-1.07684172689914703e-07	1.15818693302571774e-07	-1.00961187854409218e-07	2.19911694526672363
0	-1.01863406598567963e-10	-1.45519152283668518e-11	-1.2369127944111824e-10	-2.18278728425502777e-11	1.20009644888341427e-07	-1.0559597285464406e-07	1.1347583495080471e-07	-9.90912667475640774e-08	2.51327657699584961
0	-7.2759576141834259e-12	7.2759576141834259e-11	-1.45519152283668518e-11	5.82076609134674072e-11	1.11220288090407848e-07	-9.77088348008692265e-08	1.05181243270635605e-07	-9.16916178539395332e-08	2.82743620872497559
0	-3.63797880709171295e-12	1.81898940354585648e-11	-1.45519152283668518e-11	2.91038304567337036e-11	9.59043973125517368e-08	-8.43028828967362642e-08	9.06911736819893122e-08	-7.90896592661738396e-08	3.14159584045410156
0	3.00133251585066319e-11	2.2964741219766438e-11	2.37605490838177502e-11	2.3078428057488054e-11	7.45794750400818884e-08	-6.55199983157217503e-08	7.05319962435169145e-08	-6.1478544921556022e-08	3.45575547218322754
0	-7.2759576141834259e-12	3.63797880709171295e-12	3.63797880709171295e-12	1.81898940354585648e-11	4.7868525143712759e-08	-4.20877768192440271e-08	4.52855601906776428e-08	-3.9479346014559269e-08	3.76991510391235352
